"County","name","value"
"El Paso","Physician.Assistants.per.100k","27"
"El Paso","Dentists.per.100k","33.8"
"El Paso","LCDCs.per.100k","17.8"
"El Paso","LPCs.per.100k","58.9"
"El Paso","LCSWs.per.100k","24.9"
"El Paso","Psychiatrists.per.100k","5.2"
"El Paso","Mental.Health.Providers.per.100k","97.47"
"El Paso","Urgent.Care.Orgs.per.100k","1"
"El Paso","Health.Centers.per.100k","4"
"El Paso","Community.Mental.Health.Centers.per.100k","0"
"El Paso","Rural.Health.Clinics.per.100k","0"
"El Paso","Home.Health.Agencies.per.100k","4"
"El Paso","Hospices.per.100k","1"
"El Paso","Nursing.Facilities.per.100k","3"
"El Paso","Nursing.Facility.Beds.per.100k","168"
"El Paso","Skilled.Nursing.Facilities.per.100k","0"
"El Paso","Skilled.Nursing.Facility.Beds.per.100k","0"
"El Paso","Mental.Health.Facilities.per.1k","1.31"
"El Paso","Mental.Health.Facilities.Accepting.Medicare.per.1k","0.95"
"El Paso","Percent.Clinicians.Accepting.Medicaid","96.39"
"El Paso","Percent.Nursing.Homes.For.Profit","94.44"
"El Paso","Percent.Nursing.Homes.Chain","61.11"
"El Paso","Percent.Hospitals.Private.For.Profit","60.73"
"El Paso","Percent.Hospitals.Non.Profit","37.44"
"El Paso","Percent.Hospitals.Government","1.83"
"El Paso","Nursing.Home.Occupancy.Rate","79.6"
"El Paso","Median.Distance.to.Urgent.Care","2.62"
"El Paso","Median.Distance.to.Emergency.Department","2.07"
"El Paso","Median.Distance.to.Medical.Surgical.ICU","2.67"
"El Paso","Median.Distance.to.Trauma.Center","7.1"
"El Paso","Median.Distance.to.Pediatric.ICU","7.96"
"El Paso","Median.Distance.to.Obstetrics.Department","3.09"
"El Paso","Median.Distance.to.Health.Clinic","1.37"
"El Paso","Median.Distance.to.Alcohol.Drug.Incare","4.17"
"Ellis","State","Texas"
"Ellis","FIPS.Code","48139"
"Ellis","Population","179484"
"Ellis","Economic.Region","Metroplex"
"Ellis","Overall.Social.Vulnerability","0.9526"
"Ellis","Socioeconomic.Social.Vulnerability","0.9526"
"Ellis","Household.Characteristics.Social.Vulnerability","0.83"
"Ellis","Race.Ethnicity.Social.Vulnerability","0.9447"
"Ellis","Housing.Transport.Social.Vulnerability","0.8538"
"Ellis","Median.Age","36.4"
"Ellis","Percent.Age.0.to.17","26.65"
"Ellis","Percent.Age.Over.65","12.81"
"Ellis","Percent.Asian","0.72"
"Ellis","Percent.Black","10.48"
"Ellis","Percent.Hispanic","26.61"
"Ellis","Percent.White","59.56"
"Ellis","Percent.Households_Limited_English","2.55"
"Ellis","Percent.Veteran","7.59"
"Ellis","NCHS.Rural.Urban.Code","2"
"Ellis","Percent.Households.No.Computer.Device","4.93"
"Ellis","Percent.Households.Smartphone.Only","9.35"
"Ellis","Percent.Households.No.Internet","8.16"
"Ellis","Percent.Commute.Less.than.15min","24.26"
"Ellis","Percent.Commute.15min.to.29min","28.1"
"Ellis","Percent.Commute.30min.to.59min","33.78"
"Ellis","Percent.Commute.60min.or.More","13.86"
"Ellis","Percent.Housing.Units.No.Vehicle","2.82"
"Ellis","GINI.Index","0.41"
"Ellis","Percent.Unemployed","3.49"
"Ellis","Median.Household.Income","79834"
"Ellis","Median.Household.Income.Asian","97917"
"Ellis","Median.Household.Income.Black","65120"
"Ellis","Median.Household.Income.Hispanic","66622"
"Ellis","Median.Household.Income.White","88567"
"Ellis","Percent.in.Poverty","8.09"
"Ellis","Percent.in.Poverty.Asian","3.14"
"Ellis","Percent.in.Poverty.Black","15.01"
"Ellis","Percent.in.Poverty.Hispanic","11.53"
"Ellis","Percent.in.Poverty.White","5.45"
"Ellis","Percent.Households.Food.Stamps","7.56"
"Ellis","Median.Home.Value","214500"
"Ellis","Median.Rent","1104"
"Ellis","Percent.Less.than.Highschool","13.39"
"Ellis","Percent.Highschool.Graduate","27.42"
"Ellis","Percent.with.Associate.Degree","33.91"
"Ellis","Percent.with.Bachelor.Degree","17.23"
"Ellis","Percent.with.Graduate.Degree","8.05"
"Ellis","Percent.Medicaid","9.54"
"Ellis","Percent.Medicare.Only","5.33"
"Ellis","Percent.Health.Insurance.Other","4.55"
"Ellis","Percent.No.Health.Insurance","15.67"
"Ellis","Obesity.Rate","35"
"Ellis","Diabetes.Rate","11.2"
"Ellis","Binge.Drinking.Rate","18.5"
"Ellis","Smoking.Rate","16.9"
"Ellis","Depression.Rate","21.5"
"Ellis","Anxiety.Disorders.Rate.Medicare","18"
"Ellis","Bipolar.Disorder.Rate.Medicare","4"
"Ellis","Depressive.Disorders.Rate.Medicare","20"
"Ellis","Personality.Disorders.Rate.Medicare","1"
"Ellis","Opioid.Overuse.Disorder.Rate.Medicare","2"
"Ellis","Birth.Defects.per.10k","723.98"
"Ellis","Deaths.from.Injury.per.100k","40.42"
"Ellis","Deaths.from.Transport.Accident.per.100k","16.81"
"Ellis","Deaths.from.Suicide.per.100k","13.14"
"Ellis","Deaths.from.Assault.per.100k","4.34"
"Ellis","Accidental.Deaths.by.Benzodiazepines.per.100k",""
"Ellis","Accidental.Deaths.by.Cannabis.per.100k","0"
"Ellis","Accidental.Deaths.by.Cocaine.per.100k",""
"Ellis","Accidental.Deaths.by.Heroin.per.100k",""
"Ellis","Accidental.Deaths.by.Methadone.per.100k","0"
"Ellis","Accidental.Deaths.by.Opioids.per.100k",""
"Ellis","Accidental.Deaths.by.Other.Narcotics.per.100k",""
"Ellis","Accidental.Deaths.by.Other.Opioids.per.100k",""
"Ellis","Accidental.Deaths.by.Psychostimulants.per.100k",""
"Ellis","Accidental.Deaths.by.Pyschotropics.per.100k",""
"Ellis","Accidental.Deaths.by.Synthetics.per.100k",""
"Ellis","Maternal.Deaths.per.100k",""
"Ellis","Opioid.Overdose.Deaths.per.100k","4.12"
"Ellis","Drug.Poisoning.Deaths.per.100k","10.91"
"Ellis","Opioid.Dispensing.Rate.per.100","30.8"
"Ellis","HPSA.Primary.Care.Score",""
"Ellis","HPSA.Primary.Care.FTE.Short",""
"Ellis","HPSA.Mental.FTE.Short",""
"Ellis","HPSA.Mental.Score",""
"Ellis","PCPs.per.100k","62"
"Ellis","Nurse.Practitioners.per.100k","50"
"Ellis","Physician.Assistants.per.100k","18"
"Ellis","Dentists.per.100k","36.4"
"Ellis","LCDCs.per.100k","15.2"
"Ellis","LPCs.per.100k","94.6"
"Ellis","LCSWs.per.100k","26.7"
"Ellis","Psychiatrists.per.100k","1.1"
"Ellis","Mental.Health.Providers.per.100k","66.01"
"Ellis","Urgent.Care.Orgs.per.100k","1"
"Ellis","Health.Centers.per.100k","0"
"Ellis","Community.Mental.Health.Centers.per.100k","0"
"Ellis","Rural.Health.Clinics.per.100k","2"
"Ellis","Home.Health.Agencies.per.100k","4"
"Ellis","Hospices.per.100k","2"
"Ellis","Nursing.Facilities.per.100k","8"
"Ellis","Nursing.Facility.Beds.per.100k","511"
"Ellis","Skilled.Nursing.Facilities.per.100k","0"
"Ellis","Skilled.Nursing.Facility.Beds.per.100k","0"
"Ellis","Mental.Health.Facilities.per.1k","0.52"
"Ellis","Mental.Health.Facilities.Accepting.Medicare.per.1k","0.52"
"Ellis","Percent.Clinicians.Accepting.Medicaid","98.64"
"Ellis","Percent.Nursing.Homes.For.Profit","66.67"
"Ellis","Percent.Nursing.Homes.Chain","100"
"Ellis","Percent.Hospitals.Private.For.Profit","57.41"
"Ellis","Percent.Hospitals.Non.Profit","35.19"
"Ellis","Percent.Hospitals.Government","7.41"
"Ellis","Nursing.Home.Occupancy.Rate","60.61"
"Ellis","Median.Distance.to.Urgent.Care","5.11"
"Ellis","Median.Distance.to.Emergency.Department","5.38"
"Ellis","Median.Distance.to.Medical.Surgical.ICU","5.38"
"Ellis","Median.Distance.to.Trauma.Center","9.78"
"Ellis","Median.Distance.to.Pediatric.ICU","25.53"
"Ellis","Median.Distance.to.Obstetrics.Department","5.51"
"Ellis","Median.Distance.to.Health.Clinic","7.09"
"Ellis","Median.Distance.to.Alcohol.Drug.Incare","8.66"
"Erath","State","Texas"
"Erath","FIPS.Code","48143"
"Erath","Population","42226"
"Erath","Economic.Region","Metroplex"
"Erath","Overall.Social.Vulnerability","0.3834"
"Erath","Socioeconomic.Social.Vulnerability","0.5178"
"Erath","Household.Characteristics.Social.Vulnerability","0.0356"
"Erath","Race.Ethnicity.Social.Vulnerability","0.2174"
"Erath","Housing.Transport.Social.Vulnerability","0.7945"
"Erath","Median.Age","30.8"
"Erath","Percent.Age.0.to.17","20.72"
"Erath","Percent.Age.Over.65","13.91"
"Erath","Percent.Asian","0.99"
"Erath","Percent.Black","1.67"
"Erath","Percent.Hispanic","21.29"
"Erath","Percent.White","74.02"
"Erath","Percent.Households_Limited_English","2.47"
"Erath","Percent.Veteran","7.61"
"Erath","NCHS.Rural.Urban.Code","5"
"Erath","Percent.Households.No.Computer.Device","5.45"
"Erath","Percent.Households.Smartphone.Only","11.68"
"Erath","Percent.Households.No.Internet","10.49"
"Erath","Percent.Commute.Less.than.15min","56.2"
"Erath","Percent.Commute.15min.to.29min","22.9"
"Erath","Percent.Commute.30min.to.59min","14.44"
"Erath","Percent.Commute.60min.or.More","6.45"
"Erath","Percent.Housing.Units.No.Vehicle","4.98"
"Erath","GINI.Index","0.47"
"Erath","Percent.Unemployed","4.96"
"Erath","Median.Household.Income","55383"
"Erath","Median.Household.Income.Asian","74063"
"Erath","Median.Household.Income.Black",""
"Erath","Median.Household.Income.Hispanic","47057"
"Erath","Median.Household.Income.White","56863"
"Erath","Percent.in.Poverty","16.5"
"Erath","Percent.in.Poverty.Asian","0.65"
"Erath","Percent.in.Poverty.Black","40.44"
"Erath","Percent.in.Poverty.Hispanic","21.01"
"Erath","Percent.in.Poverty.White","14.44"
"Erath","Percent.Households.Food.Stamps","7.81"
"Erath","Median.Home.Value","166300"
"Erath","Median.Rent","951"
"Erath","Percent.Less.than.Highschool","12.8"
"Erath","Percent.Highschool.Graduate","25.93"
"Erath","Percent.with.Associate.Degree","28.3"
"Erath","Percent.with.Bachelor.Degree","22.23"
"Erath","Percent.with.Graduate.Degree","10.74"
"Erath","Percent.Medicaid","9.34"
"Erath","Percent.Medicare.Only","4.32"
"Erath","Percent.Health.Insurance.Other","6.59"
"Erath","Percent.No.Health.Insurance","14.86"
"Erath","Obesity.Rate","31.9"
"Erath","Diabetes.Rate","10.2"
"Erath","Binge.Drinking.Rate","19.6"
"Erath","Smoking.Rate","16.3"
"Erath","Depression.Rate","23.3"
"Erath","Anxiety.Disorders.Rate.Medicare","16"
"Erath","Bipolar.Disorder.Rate.Medicare","3"
"Erath","Depressive.Disorders.Rate.Medicare","19"
"Erath","Personality.Disorders.Rate.Medicare","1"
"Erath","Opioid.Overuse.Disorder.Rate.Medicare","1"
"Erath","Birth.Defects.per.10k","503.14"
"Erath","Deaths.from.Injury.per.100k","52.83"
"Erath","Deaths.from.Transport.Accident.per.100k","27.36"
"Erath","Deaths.from.Suicide.per.100k","12.74"
"Erath","Deaths.from.Assault.per.100k",""
"Erath","Accidental.Deaths.by.Benzodiazepines.per.100k",""
"Erath","Accidental.Deaths.by.Cannabis.per.100k",""
"Erath","Accidental.Deaths.by.Cocaine.per.100k",""
"Erath","Accidental.Deaths.by.Heroin.per.100k","0"
"Erath","Accidental.Deaths.by.Methadone.per.100k","0"
"Erath","Accidental.Deaths.by.Opioids.per.100k",""
"Erath","Accidental.Deaths.by.Other.Narcotics.per.100k",""
"Erath","Accidental.Deaths.by.Other.Opioids.per.100k","0"
"Erath","Accidental.Deaths.by.Psychostimulants.per.100k",""
"Erath","Accidental.Deaths.by.Pyschotropics.per.100k",""
"Erath","Accidental.Deaths.by.Synthetics.per.100k",""
"Erath","Maternal.Deaths.per.100k",""
"Erath","Opioid.Overdose.Deaths.per.100k",""
"Erath","Drug.Poisoning.Deaths.per.100k","8.49"
"Erath","Opioid.Dispensing.Rate.per.100","35.2"
"Erath","HPSA.Primary.Care.Score",""
"Erath","HPSA.Primary.Care.FTE.Short",""
"Erath","HPSA.Mental.FTE.Short",""
"Erath","HPSA.Mental.Score",""
"Erath","PCPs.per.100k","56.7"
"Erath","Nurse.Practitioners.per.100k","42"
"Erath","Physician.Assistants.per.100k","16"
"Erath","Dentists.per.100k","37.8"
"Erath","LCDCs.per.100k","35.4"
"Erath","LPCs.per.100k","85"
"Erath","LCSWs.per.100k","11.8"
"Erath","Psychiatrists.per.100k","-"
"Erath","Mental.Health.Providers.per.100k","100.71"
"Erath","Urgent.Care.Orgs.per.100k","0"
"Erath","Health.Centers.per.100k","0"
"Erath","Community.Mental.Health.Centers.per.100k","2"
"Erath","Rural.Health.Clinics.per.100k","9"
"Erath","Home.Health.Agencies.per.100k","5"
"Erath","Hospices.per.100k","7"
"Erath","Nursing.Facilities.per.100k","14"
"Erath","Nursing.Facility.Beds.per.100k","1291"
"Erath","Skilled.Nursing.Facilities.per.100k","0"
"Erath","Skilled.Nursing.Facility.Beds.per.100k","0"
"Erath","Mental.Health.Facilities.per.1k","0"
"Erath","Mental.Health.Facilities.Accepting.Medicare.per.1k","0"
"Erath","Percent.Clinicians.Accepting.Medicaid","85.26"
"Erath","Percent.Nursing.Homes.For.Profit","100"
"Erath","Percent.Nursing.Homes.Chain","33.33"
"Erath","Percent.Hospitals.Private.For.Profit","78.57"
"Erath","Percent.Hospitals.Non.Profit","21.43"
"Erath","Percent.Hospitals.Government","0"
"Erath","Nursing.Home.Occupancy.Rate","81.62"
"Erath","Median.Distance.to.Urgent.Care","25.81"
"Erath","Median.Distance.to.Emergency.Department","2.4"
"Erath","Median.Distance.to.Medical.Surgical.ICU","3.79"
"Erath","Median.Distance.to.Trauma.Center","3.79"
"Erath","Median.Distance.to.Pediatric.ICU","62.56"
"Erath","Median.Distance.to.Obstetrics.Department","2.4"
"Erath","Median.Distance.to.Health.Clinic","2.48"
"Erath","Median.Distance.to.Alcohol.Drug.Incare","19.58"
"Falls","State","Texas"
"Falls","FIPS.Code","48145"
"Falls","Population","17281"
"Falls","Economic.Region","Central Texas"
"Falls","Overall.Social.Vulnerability","0.8893"
"Falls","Socioeconomic.Social.Vulnerability","0.9091"
"Falls","Household.Characteristics.Social.Vulnerability","0.4743"
"Falls","Race.Ethnicity.Social.Vulnerability","0.6482"
"Falls","Housing.Transport.Social.Vulnerability","0.9684"
"Falls","Median.Age","41"
"Falls","Percent.Age.0.to.17","21.24"
"Falls","Percent.Age.Over.65","18.74"
"Falls","Percent.Asian","0.64"
"Falls","Percent.Black","23.49"
"Falls","Percent.Hispanic","23.52"
"Falls","Percent.White","50.86"
"Falls","Percent.Households_Limited_English","1.26"
"Falls","Percent.Veteran","9.19"
"Falls","NCHS.Rural.Urban.Code","3"
"Falls","Percent.Households.No.Computer.Device","24.5"
"Falls","Percent.Households.Smartphone.Only","12.23"
"Falls","Percent.Households.No.Internet","29.11"
"Falls","Percent.Commute.Less.than.15min","24.59"
"Falls","Percent.Commute.15min.to.29min","27.43"
"Falls","Percent.Commute.30min.to.59min","40.99"
"Falls","Percent.Commute.60min.or.More","6.99"
"Falls","Percent.Housing.Units.No.Vehicle","10.12"
"Falls","GINI.Index","0.5"
"Falls","Percent.Unemployed","8.11"
"Falls","Median.Household.Income","36854"
"Falls","Median.Household.Income.Asian",""
"Falls","Median.Household.Income.Black","23150"
"Falls","Median.Household.Income.Hispanic","30372"
"Falls","Median.Household.Income.White","50049"
"Falls","Percent.in.Poverty","25.02"
"Falls","Percent.in.Poverty.Asian","0"
"Falls","Percent.in.Poverty.Black","35.2"
"Falls","Percent.in.Poverty.Hispanic","37.79"
"Falls","Percent.in.Poverty.White","15.55"
"Falls","Percent.Households.Food.Stamps","18.01"
"Falls","Median.Home.Value","76900"
"Falls","Median.Rent","552"
"Falls","Percent.Less.than.Highschool","22.55"
"Falls","Percent.Highschool.Graduate","34.92"
"Falls","Percent.with.Associate.Degree","30.1"
"Falls","Percent.with.Bachelor.Degree","8.98"
"Falls","Percent.with.Graduate.Degree","3.44"
"Falls","Percent.Medicaid","19.86"
"Falls","Percent.Medicare.Only","5.11"
"Falls","Percent.Health.Insurance.Other","9.62"
"Falls","Percent.No.Health.Insurance","14.63"
"Falls","Obesity.Rate","40.5"
"Falls","Diabetes.Rate","16.2"
"Falls","Binge.Drinking.Rate","15.4"
"Falls","Smoking.Rate","22.5"
"Falls","Depression.Rate","22.7"
"Falls","Anxiety.Disorders.Rate.Medicare","16"
"Falls","Bipolar.Disorder.Rate.Medicare","4"
"Falls","Depressive.Disorders.Rate.Medicare","16"
"Falls","Personality.Disorders.Rate.Medicare","1"
"Falls","Opioid.Overuse.Disorder.Rate.Medicare","2"
"Falls","Birth.Defects.per.10k","815.22"
"Falls","Deaths.from.Injury.per.100k","53.11"
"Falls","Deaths.from.Transport.Accident.per.100k","23.09"
"Falls","Deaths.from.Suicide.per.100k","11.55"
"Falls","Deaths.from.Assault.per.100k",""
"Falls","Accidental.Deaths.by.Benzodiazepines.per.100k","0"
"Falls","Accidental.Deaths.by.Cannabis.per.100k",""
"Falls","Accidental.Deaths.by.Cocaine.per.100k","0"
"Falls","Accidental.Deaths.by.Heroin.per.100k","0"
"Falls","Accidental.Deaths.by.Methadone.per.100k",""
"Falls","Accidental.Deaths.by.Opioids.per.100k","0"
"Falls","Accidental.Deaths.by.Other.Narcotics.per.100k","0"
"Falls","Accidental.Deaths.by.Other.Opioids.per.100k",""
"Falls","Accidental.Deaths.by.Psychostimulants.per.100k",""
"Falls","Accidental.Deaths.by.Pyschotropics.per.100k",""
"Falls","Accidental.Deaths.by.Synthetics.per.100k",""
"Falls","Maternal.Deaths.per.100k",""
"Falls","Opioid.Overdose.Deaths.per.100k",""
"Falls","Drug.Poisoning.Deaths.per.100k","12.7"
"Falls","Opioid.Dispensing.Rate.per.100","27.4"
"Falls","HPSA.Primary.Care.Score",""
"Falls","HPSA.Primary.Care.FTE.Short",""
"Falls","HPSA.Mental.FTE.Short",""
"Falls","HPSA.Mental.Score",""
"Falls","PCPs.per.100k","12.2"
"Falls","Nurse.Practitioners.per.100k","52"
"Falls","Physician.Assistants.per.100k","17"
"Falls","Dentists.per.100k","6.1"
"Falls","LCDCs.per.100k","18.3"
"Falls","LPCs.per.100k","-"
"Falls","LCSWs.per.100k","-"
"Falls","Psychiatrists.per.100k","-"
"Falls","Mental.Health.Providers.per.100k","11.56"
"Falls","Urgent.Care.Orgs.per.100k","0"
"Falls","Health.Centers.per.100k","0"
"Falls","Community.Mental.Health.Centers.per.100k","0"
"Falls","Rural.Health.Clinics.per.100k","35"
"Falls","Home.Health.Agencies.per.100k","17"
"Falls","Hospices.per.100k","0"
"Falls","Nursing.Facilities.per.100k","46"
"Falls","Nursing.Facility.Beds.per.100k","4097"
"Falls","Skilled.Nursing.Facilities.per.100k","6"
"Falls","Skilled.Nursing.Facility.Beds.per.100k","289"
"Falls","Mental.Health.Facilities.per.1k","5.79"
"Falls","Mental.Health.Facilities.Accepting.Medicare.per.1k","5.79"
"Falls","Percent.Clinicians.Accepting.Medicaid","100"
"Falls","Percent.Nursing.Homes.For.Profit","100"
"Falls","Percent.Nursing.Homes.Chain","100"
"Falls","Percent.Hospitals.Private.For.Profit","84.21"
"Falls","Percent.Hospitals.Non.Profit","15.79"
"Falls","Percent.Hospitals.Government","0"
"Falls","Nursing.Home.Occupancy.Rate","46.1"
"Falls","Median.Distance.to.Urgent.Care","22.21"
"Falls","Median.Distance.to.Emergency.Department","1.88"
"Falls","Median.Distance.to.Medical.Surgical.ICU","20.11"
"Falls","Median.Distance.to.Trauma.Center","7.21"
"Falls","Median.Distance.to.Pediatric.ICU","27.76"
"Falls","Median.Distance.to.Obstetrics.Department","14.44"
"Falls","Median.Distance.to.Health.Clinic","1.79"
"Falls","Median.Distance.to.Alcohol.Drug.Incare","20.4"
"Fannin","State","Texas"
"Fannin","FIPS.Code","48147"
"Fannin","Population","35046"
"Fannin","Economic.Region","Metroplex"
"Fannin","Overall.Social.Vulnerability","0.1897"
"Fannin","Socioeconomic.Social.Vulnerability","0.3557"
"Fannin","Household.Characteristics.Social.Vulnerability","0.0514"
"Fannin","Race.Ethnicity.Social.Vulnerability","0.1225"
"Fannin","Housing.Transport.Social.Vulnerability","0.3636"
"Fannin","Median.Age","41"
"Fannin","Percent.Age.0.to.17","21.17"
"Fannin","Percent.Age.Over.65","18.62"
"Fannin","Percent.Asian","0.56"
"Fannin","Percent.Black","5.69"
"Fannin","Percent.Hispanic","11.6"
"Fannin","Percent.White","78.41"
"Fannin","Percent.Households_Limited_English","0.82"
"Fannin","Percent.Veteran","9.47"
"Fannin","NCHS.Rural.Urban.Code","6"
"Fannin","Percent.Households.No.Computer.Device","11.61"
"Fannin","Percent.Households.Smartphone.Only","14.95"
"Fannin","Percent.Households.No.Internet","20.52"
"Fannin","Percent.Commute.Less.than.15min","28.17"
"Fannin","Percent.Commute.15min.to.29min","24.49"
"Fannin","Percent.Commute.30min.to.59min","29.82"
"Fannin","Percent.Commute.60min.or.More","17.52"
"Fannin","Percent.Housing.Units.No.Vehicle","3.47"
"Fannin","GINI.Index","0.47"
"Fannin","Percent.Unemployed","4.66"
"Fannin","Median.Household.Income","57898"
"Fannin","Median.Household.Income.Asian","63264"
"Fannin","Median.Household.Income.Black","24643"
"Fannin","Median.Household.Income.Hispanic","49196"
"Fannin","Median.Household.Income.White","60773"
"Fannin","Percent.in.Poverty","12.49"
"Fannin","Percent.in.Poverty.Asian","30.53"
"Fannin","Percent.in.Poverty.Black","32.95"
"Fannin","Percent.in.Poverty.Hispanic","24.86"
"Fannin","Percent.in.Poverty.White","10.14"
"Fannin","Percent.Households.Food.Stamps","11.84"
"Fannin","Median.Home.Value","139200"
"Fannin","Median.Rent","859"
"Fannin","Percent.Less.than.Highschool","14.44"
"Fannin","Percent.Highschool.Graduate","36.04"
"Fannin","Percent.with.Associate.Degree","31.59"
"Fannin","Percent.with.Bachelor.Degree","12.19"
"Fannin","Percent.with.Graduate.Degree","5.75"
"Fannin","Percent.Medicaid","12.53"
"Fannin","Percent.Medicare.Only","7.8"
"Fannin","Percent.Health.Insurance.Other","5.92"
"Fannin","Percent.No.Health.Insurance","17.51"
"Fannin","Obesity.Rate","35.2"
"Fannin","Diabetes.Rate","12.9"
"Fannin","Binge.Drinking.Rate","18"
"Fannin","Smoking.Rate","20.5"
"Fannin","Depression.Rate","22.4"
"Fannin","Anxiety.Disorders.Rate.Medicare","18"
"Fannin","Bipolar.Disorder.Rate.Medicare","4"
"Fannin","Depressive.Disorders.Rate.Medicare","19"
"Fannin","Personality.Disorders.Rate.Medicare","1"
"Fannin","Opioid.Overuse.Disorder.Rate.Medicare","2"
"Fannin","Birth.Defects.per.10k","658.31"
"Fannin","Deaths.from.Injury.per.100k","71.92"
"Fannin","Deaths.from.Transport.Accident.per.100k","33.68"
"Fannin","Deaths.from.Suicide.per.100k","23.97"
"Fannin","Deaths.from.Assault.per.100k",""
"Fannin","Accidental.Deaths.by.Benzodiazepines.per.100k","0"
"Fannin","Accidental.Deaths.by.Cannabis.per.100k",""
"Fannin","Accidental.Deaths.by.Cocaine.per.100k",""
"Fannin","Accidental.Deaths.by.Heroin.per.100k","0"
"Fannin","Accidental.Deaths.by.Methadone.per.100k","0"
"Fannin","Accidental.Deaths.by.Opioids.per.100k",""
"Fannin","Accidental.Deaths.by.Other.Narcotics.per.100k",""
"Fannin","Accidental.Deaths.by.Other.Opioids.per.100k","0"
"Fannin","Accidental.Deaths.by.Psychostimulants.per.100k",""
"Fannin","Accidental.Deaths.by.Pyschotropics.per.100k",""
"Fannin","Accidental.Deaths.by.Synthetics.per.100k",""
"Fannin","Maternal.Deaths.per.100k",""
"Fannin","Opioid.Overdose.Deaths.per.100k",""
"Fannin","Drug.Poisoning.Deaths.per.100k","13.13"
"Fannin","Opioid.Dispensing.Rate.per.100","18.4"
"Fannin","HPSA.Primary.Care.Score",""
"Fannin","HPSA.Primary.Care.FTE.Short",""
"Fannin","HPSA.Mental.FTE.Short","1.58"
"Fannin","HPSA.Mental.Score","14"
"Fannin","PCPs.per.100k","28.8"
"Fannin","Nurse.Practitioners.per.100k","39"
"Fannin","Physician.Assistants.per.100k","22"
"Fannin","Dentists.per.100k","31.7"
"Fannin","LCDCs.per.100k","8.6"
"Fannin","LPCs.per.100k","40.3"
"Fannin","LCSWs.per.100k","54.7"
"Fannin","Psychiatrists.per.100k","-"
"Fannin","Mental.Health.Providers.per.100k","98.55"
"Fannin","Urgent.Care.Orgs.per.100k","0"
"Fannin","Health.Centers.per.100k","6"
"Fannin","Community.Mental.Health.Centers.per.100k","0"
"Fannin","Rural.Health.Clinics.per.100k","23"
"Fannin","Home.Health.Agencies.per.100k","9"
"Fannin","Hospices.per.100k","0"
"Fannin","Nursing.Facilities.per.100k","31"
"Fannin","Nursing.Facility.Beds.per.100k","1963"
"Fannin","Skilled.Nursing.Facilities.per.100k","0"
"Fannin","Skilled.Nursing.Facility.Beds.per.100k","0"
"Fannin","Mental.Health.Facilities.per.1k","5.57"
"Fannin","Mental.Health.Facilities.Accepting.Medicare.per.1k","2.78"
"Fannin","Percent.Clinicians.Accepting.Medicaid","98.31"
"Fannin","Percent.Nursing.Homes.For.Profit","50"
"Fannin","Percent.Nursing.Homes.Chain","75"
"Fannin","Percent.Hospitals.Private.For.Profit","63.16"
"Fannin","Percent.Hospitals.Non.Profit","31.58"
"Fannin","Percent.Hospitals.Government","5.26"
"Fannin","Nursing.Home.Occupancy.Rate","73.73"
"Fannin","Median.Distance.to.Urgent.Care","24.88"
"Fannin","Median.Distance.to.Emergency.Department","9.63"
"Fannin","Median.Distance.to.Medical.Surgical.ICU","9.63"
"Fannin","Median.Distance.to.Trauma.Center","9.63"
"Fannin","Median.Distance.to.Pediatric.ICU","36.62"
"Fannin","Median.Distance.to.Obstetrics.Department","23.54"
"Fannin","Median.Distance.to.Health.Clinic","1.66"
"Fannin","Median.Distance.to.Alcohol.Drug.Incare","24.95"
"Fayette","State","Texas"
"Fayette","FIPS.Code","48149"
"Fayette","Population","25247"
"Fayette","Economic.Region","Capital"
"Fayette","Overall.Social.Vulnerability","0.1067"
"Fayette","Socioeconomic.Social.Vulnerability","0.0593"
"Fayette","Household.Characteristics.Social.Vulnerability","0.1383"
"Fayette","Race.Ethnicity.Social.Vulnerability","0.2846"
"Fayette","Housing.Transport.Social.Vulnerability","0.3241"
"Fayette","Median.Age","48.1"
"Fayette","Percent.Age.0.to.17","20.27"
"Fayette","Percent.Age.Over.65","25.39"
"Fayette","Percent.Asian","0.49"
"Fayette","Percent.Black","6.4"
"Fayette","Percent.Hispanic","21.36"
"Fayette","Percent.White","70.88"
"Fayette","Percent.Households_Limited_English","1.21"
"Fayette","Percent.Veteran","7.8"
"Fayette","NCHS.Rural.Urban.Code","6"
"Fayette","Percent.Households.No.Computer.Device","21.63"
"Fayette","Percent.Households.Smartphone.Only","8.28"
"Fayette","Percent.Households.No.Internet","30.27"
"Fayette","Percent.Commute.Less.than.15min","46.81"
"Fayette","Percent.Commute.15min.to.29min","29.97"
"Fayette","Percent.Commute.30min.to.59min","12.41"
"Fayette","Percent.Commute.60min.or.More","10.81"
"Fayette","Percent.Housing.Units.No.Vehicle","4.77"
"Fayette","GINI.Index","0.45"
"Fayette","Percent.Unemployed","4.09"
"Fayette","Median.Household.Income","62872"
"Fayette","Median.Household.Income.Asian","223450"
"Fayette","Median.Household.Income.Black","13382"
"Fayette","Median.Household.Income.Hispanic","56600"
"Fayette","Median.Household.Income.White","65110"
"Fayette","Percent.in.Poverty","11.23"
"Fayette","Percent.in.Poverty.Asian","3.28"
"Fayette","Percent.in.Poverty.Black","33.1"
"Fayette","Percent.in.Poverty.Hispanic","14.6"
"Fayette","Percent.in.Poverty.White","8.42"
